country,country_code,broadband 2000,population 2000,life 2000,child 2000,health 2000,electricity 2000,out_of_school 2000,roads 2000,gdp 2000,unemployment 2000,eiti_gov 2000,eiti_company 2000,coal 2000,oil 2000,gas 2000,btu_total_production 2000,us_total_production 2000,consumption 2000,broadband 2001,population 2001,life 2001,child 2001,health 2001,electricity 2001,out_of_school 2001,roads 2001,gdp 2001,unemployment 2001,eiti_gov 2001,eiti_company 2001,coal 2001,oil 2001,gas 2001,btu_total_production 2001,us_total_production 2001,consumption 2001,broadband 2002,population 2002,life 2002,child 2002,health 2002,electricity 2002,out_of_school 2002,roads 2002,gdp 2002,unemployment 2002,eiti_gov 2002,eiti_company 2002,coal 2002,oil 2002,gas 2002,btu_total_production 2002,us_total_production 2002,consumption 2002,broadband 2003,population 2003,life 2003,child 2003,health 2003,electricity 2003,out_of_school 2003,roads 2003,gdp 2003,unemployment 2003,eiti_gov 2003,eiti_company 2003,coal 2003,oil 2003,gas 2003,btu_total_production 2003,us_total_production 2003,consumption 2003,broadband 2004,population 2004,life 2004,child 2004,health 2004,electricity 2004,out_of_school 2004,roads 2004,gdp 2004,unemployment 2004,eiti_gov 2004,eiti_company 2004,coal 2004,oil 2004,gas 2004,btu_total_production 2004,us_total_production 2004,consumption 2004,broadband 2005,population 2005,life 2005,child 2005,health 2005,electricity 2005,out_of_school 2005,roads 2005,gdp 2005,unemployment 2005,eiti_gov 2005,eiti_company 2005,coal 2005,oil 2005,gas 2005,btu_total_production 2005,us_total_production 2005,consumption 2005,broadband 2006,population 2006,life 2006,child 2006,health 2006,electricity 2006,out_of_school 2006,roads 2006,gdp 2006,unemployment 2006,eiti_gov 2006,eiti_company 2006,coal 2006,oil 2006,gas 2006,btu_total_production 2006,us_total_production 2006,consumption 2006,broadband 2007,population 2007,life 2007,child 2007,health 2007,electricity 2007,out_of_school 2007,roads 2007,gdp 2007,unemployment 2007,eiti_gov 2007,eiti_company 2007,coal 2007,oil 2007,gas 2007,btu_total_production 2007,us_total_production 2007,consumption 2007,broadband 2008,population 2008,life 2008,child 2008,health 2008,electricity 2008,out_of_school 2008,roads 2008,gdp 2008,unemployment 2008,eiti_gov 2008,eiti_company 2008,coal 2008,oil 2008,gas 2008,btu_total_production 2008,us_total_production 2008,consumption 2008,broadband 2009,population 2009,life 2009,child 2009,health 2009,electricity 2009,out_of_school 2009,roads 2009,gdp 2009,unemployment 2009,eiti_gov 2009,eiti_company 2009,coal 2009,oil 2009,gas 2009,btu_total_production 2009,us_total_production 2009,consumption 2009,broadband 2010,population 2010,life 2010,child 2010,health 2010,electricity 2010,out_of_school 2010,roads 2010,gdp 2010,unemployment 2010,eiti_gov 2010,eiti_company 2010,coal 2010,oil 2010,gas 2010,btu_total_production 2010,us_total_production 2010,consumption 2010
Vanuatu,VU,,"185,074",67.437,23,40.22642925,,203,23.8999996185,1469.76178745,,,,0.0,0.0,0.0,0.0,0.0,0.00118,0,"189,544",67.819,21.9,37.94598408,,104,23.8999996185,1385.03692746,,,,0.0,0.0,0.0,0.0,0.0,0.00118,0,"194,555",68.187,20.8,39.24583068,,187,23.8999996185,1290.01902701,,,,0.0,0.0,0.0,0.0,0.0,0.00127,0.0075012002,"199,968",68.542,19.7,43.44063664,,23,23.8999996185,1301.981585,,,,0.0,0.0,0.0,0.0,0.0,0.00127,0.0111888928,"205,561",68.885,18.9,45.75535198,,769,23.8999996185,1323.37230813,,,,0.0,0.0,0.0,0.0,0.0,0.00131,0.0279395748,"211,170",69.217,17.9,44.37377079,,358,23.8999996185,1355.82172261,,,,0.0,0.0,0.0,0.0,0.0,0.0014,0.0438272744,"216,760",69.537,16.8,50.80490573,,358,23.8999996185,1418.07528315,,,,0.0,0.0,0.0,0.0,0.0,0.00136,0.0584592831,"222,377",69.848,16.2,77.49118913,,358,23.8999996185,1472.19552987,,,,0.0,0.0,0.0,0.0,0.0,0.00158,0.087703527,"228,041",70.151,15.2,97.95105059,,358,23.8999996185,1524.2535952,,,,0.0,0.0,0.0,0.0,0.0,0.00143,0.2138671457,"233,790",70.447,14.6,110.14478888,,358,23.8999996185,1538.08444283,,,,0.0,0.0,0.0,0.0,0.0,0.00175,0.2083333333,"239,651",70.736,13.7,142.5648294,,358,23.8999996185,1522.38403974,,,,0.0,0.0,0.0,0.0,0.0,0.00175
Gambia,GM,,"1,297,084",55.128,130.3,6.34408962,,66308,,603.595346232,,,,0.0,0.0,,,,0.00365,0,"1,335,674",55.44,127.5,6.80644175,,65521,,620.153473329,,,,0.0,0.0,0.0,0.0,0.0,0.00392,0,"1,376,035",55.746,124.3,5.9138284,,71161,,582.399701976,,,,0.0,0.0,0.0,0.0,0.0,0.00401,0,"1,417,818",56.047,121.6,7.62306031,,65001,19.3199996948,604.068164578,,,,0.0,0.0,0.0,0.0,0.0,0.00406,0.0024649211,"1,460,493",56.339,118.8,9.96626366,,66097,19.3199996948,627.759980057,,,,0.0,0.0,0.0,0.0,0.0,0.00408,0.0047217556,"1,503,678",56.628,116.1,10.40116047,,73911,19.3199996948,603.989286139,,,,0.0,0.0,0.0,0.0,0.0,0.00423,0.0047217556,"1,547,259",56.918,113.2,10.9410757,,65014,19.3199996948,593.575177324,,,,0.0,0.0,0.0,0.0,0.0,0.00453,0.0169038123,"1,591,357",57.215,110.5,10.36076967,,66809,19.3199996948,598.08226832,,,,0.0,0.0,0.0,0.0,0.0,0.00559,0.0183362091,"1,636,107",57.522,108.3,12.65679575,,78527,19.3199996948,615.083592121,,,,0.0,0.0,0.0,0.0,0.0,0.00583,0.0178387307,"1,681,734",57.839,105.6,14.30996948,,70985,19.3199996948,636.990514297,,,,0.0,0.0,0.0,0.0,0.0,0.00623,0.020242915,"1,728,394",58.163,102.6,13.2833014,,85097,19.3199996948,660.243830953,,,,0.0,0.0,0.0,0.0,0.0,0.00677
Kazakhstan,KZ,,"14,956,694",63.496,42.3,25.91916865,3169.52334062,75050,,1229.00095847,,,,85367.40093,725.62922,314.3035,4216189.72687,11980672975.6,1.83351,0,"14,897,666",63.824,40.7,29.23114925,3512.03550061,33289,,1397.2904335,,,,87167.47538,835.97119,355.9752,4541477.43548,15132987984.0,1.93523,0,"14,901,669",64.191,39.3,31.95989527,3558.32727862,16372,,1534.16160216,,,,81566.63136,967.51436,462.6265,4771652.98461,13415098598.7,1.99277,0.0066939347,"14,959,072",64.548,37.9,41.51922177,3768.79256777,16486,93.9700012207,1671.20707437,,,,93819.92443,1061.97374,254.12674,5102676.91621,19601354164.3,1.82516,0.0133018193,"15,053,492",64.873,36.4,65.77788127,3859.19281603,14617,93.4300003052,1818.95881558,,,,95912.11139,1245.86688,316.74024,5612812.41744,23939665726.4,2.18332,0.0197794564,"15,171,805",65.163,35.2,94.93908938,4012.07391892,14650,91.1600036621,1977.73936762,,2595386496,2587364887,96118.24362,1337.17306,336.09286,5831302.47723,30697702134.0,2.23411,0.19924112,"15,312,333",65.429,33.7,121.97543461,4261.21229403,15453,91.4343129867,2166.32330171,,9871809079,9878841730,106554.92757,1387.86552,341.31948,6233014.68453,40534426513.4,2.37702,1.7461033808,"15,476,093",65.701,32.8,120.87444474,4487.28613027,10855,90.2580458104,2332.29492957,,16477641000,16477641000,107836.91568,1445.64963,345.76917,6395388.19301,44288766729.7,2.38347,4.2160140498,"15,655,345",65.999,31.3,192.85599215,4689.16707217,9292,89.88,2380.08530386,,26729826958,26729826958,122435.92733,1430.94137,398.106,6820958.93232,60033165133.5,2.36741,3.5865453844,"15,841,096",66.322,30.1,192.97682745,4447.14229321,6491,88.49,2345.86415013,,16930267620,17175577123,111172.50985,1541.56638,388.465,6733674.82056,36095634374.5,2.14318,8.74104025,"16,026,367",66.665,29.2,233.45774001,4727.60173855,2738,88.49,2481.67528377,,16930267620,17175577123,122278.2968,1608.6924,306.78141,7101824.64614,55940819628.1,2.25517
Philippines,PH,0,"77,309,965",66.772,38.8,16.00153621,503.751359867,,,1048.07051305,,,,1492.52958,0.42457,0.35315,40796.7890495,30243122.4487,1.13956,0.0126639364,"78,964,389",66.908,37.3,12.79107991,523.489138883,1101169,,1055.80744125,,,,1359.14991,7.83791,7.063,61315.6729465,155642678.871,1.12599,0.0260447621,"80,630,416",67.037,35.8,11.26704328,527.059168342,1066122,9.5,1071.69009455,,,,1678.8202,10.43273,70.63,139234.536408,166102385.616,1.14734,0.0668335561,"82,293,990",67.16,34.5,13.31829361,560.551262613,1042853,9.8999996185,1102.2159712,,,,2205.72503,14.09612,102.4135,193374.008745,286363449.008,1.18464,0.1060322864,"83,936,698",67.283,33.2,13.98412564,580.556552272,1128474,9.8999996185,1153.02238208,,,,2737.03911,24.30695,102.4135,229722.541575,494065766.357,1.21389,0.1437815749,"85,546,427",67.416,32,16.51698283,581.555556961,1243060,9.8999996185,1185.37688034,,,,3174.65672,25.77116,102.4135,244946.405046,640992290.613,1.2158,0.3042255882,"87,116,275",67.57,30.7,17.1293996,572.774719764,1468932,9.8999996185,1225.04503939,,,,2597.04556,26.28724,77.693,205319.36559,790953044.277,1.20589,0.5596573891,"88,652,631",67.751,29.5,19.91601287,586.592855885,1524652,9.8999996185,1283.46737041,,,,3741.24475,25.3893,102.4135,259831.94216,853762356.619,1.17952,1.1596757212,"90,173,139",67.963,28.5,20.94124521,589.321837848,1516160,9.8999996185,1314.22596758,,,,3978.2417,27.21825,103.8261,271683.896803,1227371181.55,1.20299,1.8782431432,"91,703,090",68.204,27.4,23.21940185,593.458737323,1460431,9.8999996185,1307.1396273,,,,5166.53334,28.89836,111.24225,315574.95426,847892467.985,1.14336,1.8468598878,"93,260,798",68.469,26.4,27.3305837,642.735225148,1460431,9.8999996185,1383.40486528,,,,7330.37054,38.59354,102.76665,387576.398771,1610120270.35,1.21734
Mauritania,MR,,"2,642,743",57.057,117.9,16.13067853,,163972,,489.511644992,,,,0.0,0.09266,0.0,196.295577,1266457.17708,0.04976,0,"2,720,367",57.109,117.2,11.71961884,,152518,,485.096438975,,,,0.0,0.0,0.0,0.0,0.0,0.04976,0,"2,800,333",57.152,116.6,16.22688738,,149968,,474.376777125,,,,0.0,0.0,0.0,0.0,0.0,0.04748,0,"2,882,003",57.187,116.4,15.16402167,,147492,,488.49190862,,,,0.0,0.0,0.0,0.0,0.0,0.04879,0,"2,964,526",57.225,115.9,18.62680443,,117454,32.6180257511,502.187032639,,,,0.0,0.0,0.0,0.0,0.0,0.04151,0.0053819035,"3,047,249",57.281,115.5,18.61847995,,125204,30.2999992371,532.374662374,,29636377,28035805,0.0,0.0,0.0,0.0,0.0,0.04908,0.0310866692,"3,129,959",57.373,114.5,19.09764893,,113396,26.848,616.106354085,,280165030,273414760,0.0,30.61918,0.0,64865.201871,801792247.693,0.04206,0.1245069525,"3,212,672",57.515,114.3,22.40216844,,110177,26.848,609.934400506,,280165030,273414760,0.0,14.99178,0.0,31759.336341,413638912.405,0.03878,0.1783170584,"3,295,254",57.711,113.7,24.37511567,,129333,26.848,615.56272592,,231365652,234899504,0.0,12.83333,0.0,27186.7679385,481949049.788,0.0438,0.1776393507,"3,377,630",57.96,113.4,20.01657036,,134496,26.848,593.222096193,,231365652,234899504,0.0,11.24522,0.0,23822.436309,218336317.044,0.02784,0.1914450867,"3,459,773",58.255,112.9,22.6685411,,133538,26.848,609.171171776,,231365652,234899504,0.0,8.23223,0.0,17439.5676435,248166945.076,0.0279
Kyrgyzstan,KG,,"4,954,850",66.211,47.4,,,,91.0999984741,,,,,468.48233,2.02986,0.4591,17736.217458,39059448.3918,0.24136,,"4,987,944",66.317,45.3,,,,91.0999984741,,,,,523.5979,2.01058,0.56504,19328.015031,44356652.0466,0.22777,0.0007213561,"5,002,691",66.409,43.5,,,,91.0999984741,,,,,505.96091,1.50952,0.35315,17566.109851,30991181.1095,0.19289,0.0027561865,"5,008,348",66.476,41.8,,,,91.0999984741,,,,,458.56153,1.35818,0.95351,16532.900802,34121893.9776,0.20385,0.037358461,"5,018,366",66.523,40.4,,,,91.0999984741,,,,,499.34705,1.36466,1.02414,17747.017262,38275621.2203,0.21189,0.0443962345,"5,042,381",66.565,38.7,,,,91.0999984741,,,,,369.27431,1.95843,1.05945,15437.1844205,53372923.5928,0.21021,0.0529291148,"5,083,724",66.628,37.4,,,,91.0999984741,,,,,353.84195,1.97912,0.91819,14912.278779,65743881.9853,0.21543,0.0591261104,"5,139,213",66.734,35.8,,,,91.0999984741,,,,,435.41299,0.94623,0.6498,14715.2807665,43876147.5856,0.20304,0.3558576344,"5,204,104",66.899,34.5,,,,91.0999984741,,,72835412,74774186,542.33719,0.94308,1.05945,18080.057989,63295364.6556,0.17757,0.2844404815,"5,270,894",67.124,33.3,,,,91.0999984741,,,96273545,96353691,663.59144,0.99983,0.54385,21043.4227515,56203947.4216,0.20701,0.2826725404,"5,334,223",67.4,31.7,,,,91.0999984741,,,96273545,96353691,641.54521,0.8424,0.44144,16427.660037,13664255.7868,0.20166
Iraq,IQ,,"23,857,458",70.819,42.8,0.39,1199.32674831,481646,84.3000030518,1063.48147263,,,,0.0,2581.9687,111.24225,5581013.84251,35290260825.7,1.08419,0,"24,552,000",70.503,42.3,0.43,1204.40001591,512093,84.3000030518,968.433759932,,,,0.0,2408.82171,97.4694,5200437.75155,37231409413.3,1.13411,0,"25,233,067",70.077,42,0.27,1232.98155481,512093,84.3000030518,870.550415261,,,,0.0,2039.79134,83.3434,4404539.36422,23710813627.5,1.14428,0,"25,914,982",69.552,41.5,8.32263132,1016.71955339,310817,84.3000030518,498.224566145,,,,0.0,1318.04445,38.8465,2831057.7651,21213833570.9,1.0122,0,"26,618,523",68.972,41,45.04528515,1174.15929373,384763,84.3000030518,711.632637031,,,,0.0,2020.56678,61.80125,4342270.94509,34069520311.6,1.12508,0,"27,359,461",68.425,40.5,41.71801973,816.02447269,384763,84.3000030518,688.96667317,,,,0.0,1889.41913,51.20675,4053846.70595,38374622509.3,1.23888,9.1443350981E-005,"28,140,999",68.01,40.1,42.14838735,947.84549619,384763,84.3000030518,710.20871912,,,,0.0,2009.44099,63.567,4320467.26527,52619510254.9,1.22646,0.0003345555,"28,960,581",67.794,39.7,75.00771462,745.171109933,501445,84.3000030518,699.705559628,,,,0.0,2096.63573,51.5599,4493177.86222,57848678953.2,1.30916,0.0001789366,"29,821,136",67.812,39.2,119.95366938,722.00905207,501445,84.3000030518,743.691338607,,,,0.0,2384.55267,66.3922,5117947.80376,89551125654.8,1.34034,0.0003891831,"30,724,614",68.06,38.9,156.46195904,1053.91430889,501445,84.3000030518,752.183354847,,,,0.0,2399.1671,40.54162,5123057.163,46582177253.1,1.45744,0.0002403921,"31,671,591",68.496,38.6,200.31894008,1183.07918595,501445,84.3000030518,736.272122363,,,,0.0,2402.87616,45.9095,5136282.50115,72436747137.9,1.50018
Montserrat,MS,,"4,931",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00075,,"4,608",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00075,,"4,660",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00075,,"4,962",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00084,,"5,322",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00092,,"5,599",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00097,,"5,760",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00106,,"5,845",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00115,,"5,876",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00117,,"5,895",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00115,,"5,934",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00115
New Caledonia,NC,0,"211,965",73.152,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.02974,0.0607388047,"215,914",73.393,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.0292,0.3160413563,"219,741",73.648,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.03227,0.7389195295,"223,496",73.919,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.03324,2.2367300103,"227,258",74.206,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.03547,4.0956854514,"231,080",74.512,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.03513,6.5424244839,"234,976",74.838,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.04069,8.3807755776,"238,926",75.178,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.0412,10.4330261544,"242,911",75.525,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.04466,13.4844042674,"246,900",75.872,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.04242,15.4639676113,"250,870",76.208,,,,,,12579.5951056,,,,0.0,0.0,0.0,0.0,0.0,0.04287
Trinidad and Tobago,TT,,"1,292,058",68.458,32.1,105.46846256,3916.23286261,11041,51.0999984741,6311.10655121,3.2000000477,,,0.0,140.10014,493.35055,790145.691583,1916906327.87,0.42055,0,"1,296,962",68.386,31.6,133.36220025,4021.70611013,9340,51.0999984741,6544.68382727,3,,,0.0,132.72897,536.43485,817614.536497,2053837378.7,0.47354,0.0135220686,"1,301,576",68.372,31.2,168.43829792,4007.44943054,12395,51.0999984741,7044.08973613,3,,,0.0,144.11158,610.9495,916242.676651,1677108919.85,0.49998,0.067684227,"1,306,065",68.425,30.9,207.98670972,4689.65939674,9201,51.0999984741,8033.09612153,3,,,0.0,161.17101,873.6931,1215125.82613,2598537298.67,0.53889,0.3229764188,"1,310,622",68.545,30.4,233.17572116,4625.28478844,7809,51.0999984741,8637.5733012,3,,,0.0,151.03687,991.99835,1311962.40725,2552257082.47,0.59,0.8212798372,"1,315,386",68.726,29.9,363.70517735,5069.99466316,11736,51.0999984741,9102.42201818,3,,,0.0,170.75018,1069.3382,1431063.91882,3475787475.6,0.67327,1.5610965618,"1,320,418",68.951,29.6,370.86875804,4927.22759005,11736,51.0999984741,10264.6742845,3,,,0.0,179.41381,1286.8786,1666957.78579,4706086433.21,0.82112,2.6772082385,"1,325,672",69.198,29.1,387.03338878,5668.82305729,4035,51.0999984741,10714.7442221,3,,,0.0,156.51853,1377.63815,1709214.82988,4326610690.59,0.82411,6.4195666546,"1,331,040",69.445,28.7,444.39576537,5645.96105301,6300,51.0999984741,10959.6637105,3,,,0.0,156.63383,1387.8795,1719700.43716,5892489254.3,0.89599,9.3961233181,"1,336,349",69.684,28.3,513.84578023,5661.6946621,5033,51.0999984741,10555.8914695,3,,,0.0,153.36072,1437.3205,1762207.51728,2982440464.01,0.85012,10.8149142431,"1,341,465",69.909,28,515.64324456,5894.30212492,3276,51.0999984741,10515.634034,3,,,0.0,145.79335,1499.4749,1808330.82231,4401111258.05,0.93624
Latvia,LV,0.0119680487,"2,384,972",70.57,14.928,106.91392943,2077.55211263,,,3300.9346563,,,,0.0,0.0,0.0,0.0,0.0,0.15412,0.137366662,"2,367,302",70.32,15.888,110.21407224,2196.59271231,,,3593.66524706,,,,0.0,0.0,0.0,0.0,0.0,0.16092,0.4276018719,"2,350,340",70.67,15.072,129.38894927,2279.11797707,,100,3853.07710796,,,,0.0,0.0,0.0,0.0,0.0,0.154,0.8400054702,"2,334,225",71.17,14.94,155.90327761,2453.83259753,,100,4153.93408578,,,,0.0,0.0,0.0,0.0,0.0,0.16071,2.1249825429,"2,319,229",71.5,13.236,218.91637594,2551.43182411,,100,4538.84778199,,,,0.0,0.2,0.0,423.69,3372239.12515,0.17574,2.6415858731,"2,305,528",71.24,11.688,251.85465981,2702.87657704,,100,5046.86247384,,,,0.0,0.3,0.0,635.535,6093022.96477,0.18543,4.7935530003,"2,293,080",71.14,11.016,378.45076271,2876.37656101,,100,5695.36145451,,,,0.0,0.3,0.0,635.535,7855784.32564,0.18448,14.0880014059,"2,281,693",71.2,12.348,535.51548685,3063.57365669,,100,6296.22711619,,,,0.0,0.5,0.0,1059.225,13795523.6938,0.17261,17.457793013,"2,271,198",72.518,9.612,608.64087634,3087.25057301,6752,20.42,6055.66480842,,,,0.0,0.9,0.0,1906.605,33799033.0498,0.16337,19.3790762424,"2,261,380",72.745,10.548,466.28676566,2874.7127283,6235,20.91,4993.18119375,,,,0.0,1.2,0.0,2542.14,23299106.6829,0.16488,19.4227780259,"2,252,060",73.039,8.9,438.74289213,3025.89361003,4697,20.91,5011.20155119,,,,0.0,1.1,0.0,2330.295,33160351.3973,0.16082
Hungary,HU,0.0332975189,"10,210,545",71.86,11,230.61851758,3309.28371063,12287,,4542.72072008,3.0999999046,,,15468.73531,49.41499,112.79611,645963.263652,1049431637.47,1.02243,0.3080615055,"10,184,663",72.49,10.4,258.48085826,3426.72290248,10655,43.7000007629,4722.17500967,2.7000000477,,,15337.56026,48.74078,114.10277,642208.094593,1142805895.73,1.05724,1.0971778811,"10,159,273",72.61,9.8,348.34153154,3545.17075568,9970,43.9000015259,4949.0337258,2.5999999046,,,14359.81008,42.95741,109.68839,598458.25443,881228351.495,1.06097,2.6093059199,"10,134,513",72.63,9.3,502.36030568,3637.27833176,15417,43.9000015259,5154.33509622,2.5,,,14661.84339,45.52935,104.00268,606587.39341,1125234572.17,1.08511,4.0675280638,"10,110,393",73.04,8.8,588.15762165,3680.16846694,17541,43.9000015259,5413.57266234,2.7000000477,,,12392.1843,47.53454,107.74607,551709.121373,1180802017.96,1.08542,6.4606404341,"10,086,936",72.99,8.4,657.39872019,3771.36461399,14911,43.9000015259,5639.3945951,3.2999999523,,,10549.11971,42.27903,106.93382,488710.44707,1247681765.96,1.15794,11.9069203097,"10,064,274",73.45,7.9,658.59716801,3882.49066413,13575,38.0408202606,5868.30169998,3.4000000954,,,10970.20265,39.67719,109.29993,497228.68656,1471009759.06,1.14796,13.7415894142,"10,042,572",73.45,7.6,719.58174572,3976.51897715,15181,37.7163177821,5884.14096179,3.5,,,10822.49293,32.81692,92.34873,461652.788335,1347553916.91,1.12415,16.7472555804,"10,021,886",73.48,7.2,794.01600159,3988.76769393,10652,37.65,5947.15830863,3.5,,,10366.13603,36.9994,93.33755,458860.896961,1922894098.67,1.10717,18.7579731907,"10,002,247",73.989,6.9,667.16377238,3773.15380663,7733,37.968,5551.42633737,3.5,,,9905.36988,35.36659,104.81492,454116.018262,1236178749.16,1.03658,19.56218,"9,983,645",74.201,6.6,653.76160896,3876.49108407,7350,37.968,5633.99098984,3.5,,,10045.36342,34.45847,102.4135,453668.612505,1650752724.47,1.05124
Belarus,BY,,"10,057,810",68.99,13.475,47.92029244,2988.70564718,,,1273.04912395,,,,0.0,34.68791,7.09832,80582.9229395,474136435.986,1.05214,0,"10,009,810",68.61,12.65,58.50376474,2996.81252044,28356,,1337.84995874,,,,0.0,35.372,7.063,81996.8134,546744175.198,0.96268,0.0002015113,"9,963,383",68.17,11.913,66.80539004,2982.77078086,35785,,1411.75673584,,,,0.0,33.46922,6.70985,77612.719109,389067888.137,0.90747,0.0012456998,"9,917,927",68.71,10.934,87.45211909,3039.10241556,34280,86.4000015259,1518.99982026,,,,0.0,34.33129,5.6504,78379.5213005,552583747.812,0.98457,0.007634,"9,872,110",69.09,10.065,115.4007464,3143.57956649,35180,87,1701.45090571,,,,0.0,35.03104,6.3567,80568.206688,590701070.202,0.95177,0.0159990319,"9,825,102",68.84,10.197,154.43852356,3208.2970738,38885,88.6399993896,1871.39367084,,,,0.0,35.15458,6.07418,80547.400001,714036734.595,1.12403,0.1173285384,"9,776,823",69.51,9.273,168.25017848,3321.85974827,37380,88.6399993896,2067.6094246,,,,0.0,35.60208,6.00355,81424.776376,932311368.722,1.15433,1.7501546073,"9,728,228",70.41,7.799,207.1716943,3344.56813028,36498,88.6399993896,2253.46411147,,,,0.0,36.01088,5.6504,81937.648736,993611120.902,1.15134,4.9760466569,"9,680,690",69.194,6.655,242.96447382,3454.90522808,31577,88.6399993896,2510.27848013,,,,0.0,35.29564,5.36788,80139.928558,1325548847.88,1.12029,11.4893236563,"9,636,016",69.823,6.886,198.93021791,3298.62206795,26346,88.6399993896,2539.50899132,,,,0.0,32.06294,5.29725,73220.985243,622549242.504,1.05118,17.5541517387,"9,595,421",70.087,5.962,248.31391694,3563.85669125,28505,88.6399993896,2739.95064309,,,,0.0,32.07834,7.7693,75725.659373,967057775.83,1.13123
Guadeloupe,GP,,"427,214",77.137,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.02632,,"431,337",77.459,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.02679,,"435,222",77.783,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.02733,,"438,895",78.106,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.02931,,"442,413",78.423,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.02985,,"445,814",78.724,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.03126,,"449,103",78.998,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.03275,,"452,253",79.236,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.03631,,"455,247",79.437,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.03707,,"458,057",79.599,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.03188,,"460,666",79.731,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.03188
Morocco,MA,,"28,793,236",68.69,52.7,15.81122907,490.045648221,941922,56.4199981689,1271.8110919,,,,68.3433,4.02365,1.76575,12182.7607525,56652211.1819,0.44701,0,"29,129,204",69.07,50.5,18.49063533,524.86844474,757073,56.4199981689,1351.2672183,,,,4.40925,4.03491,1.76575,10435.6413145,62483561.8097,0.4813,0.0067902651,"29,453,931",69.435,48.5,18.9197479,536.023527725,564838,56.4199981689,1379.6858354,,,,0.0,4.48438,1.76575,11265.684811,52132110.7641,0.48821,0.0091097454,"29,770,316",69.784,46.5,23.3471238,581.888348112,498193,56.9000015259,1450.1227243,,,,0.0,3.72307,1.76575,9652.8876415,59931130.3835,0.49124,0.2149447287,"30,082,152",70.116,44.5,27.06218522,612.95481786,497894,56.9000015259,1502.883173,,,,26.45547,3.44645,1.76575,9799.6985215,58929705.6576,0.4923,0.8197358603,"30,392,473",70.433,42.6,28.07936326,635.78241889,461100,61.8899993896,1530.8507231,,,,13.22774,4.30974,1.76575,11262.127101,88030873.0867,0.49773,1.276320526,"30,702,084",70.738,40.7,36.6517211,690.474301354,419161,61.8899993896,1632.1342002,,,,4.40925,4.05268,2.1189,10826.436171,106309754.437,0.51652,1.5393148778,"31,011,199",71.034,39.1,45.56066502,720.804119828,380029,61.98,1658.8554001,,,,0.0,3.93794,1.27134,9613.668993,108659364.629,0.52846,1.5448421247,"31,321,453",71.323,37.4,54.340858,742.206946785,351472,62.04,1733.533863,,,,0.0,4.72237,2.1189,12123.0047265,177361707.952,0.59814,1.5039486606,"31,634,524",71.605,35.7,58.71159882,754.397316046,344672,70.32,1797.4072503,,,,0.0,4.75983,2.1189,12202.3618635,92423566.2613,0.64331,1.5607711809,"31,951,412",71.882,34.3,56.15651369,781.092240931,207749,70.32,1844.3510276,,,,0.0,5.05691,2.1189,12831.7109895,152453026.342,0.67296
